"","Month","Color","Deform","Trt","SL","SH","SW","LL","PL","AL","UL","LCT","LPAS","PW","AW","PVM","PS","CT (RIGHT TEETH)","Total wt","muscle wt"
"1865","October","C14","D",2,28.59,22.01125,15.37,6.2,20.9725,14.54125,20.58,11.8525,16.04,4.24,2.86,5.03,4.84,2.7855,15.36,1.14
"1866","October","C15",NA,2,25.21,21.46,13.35,5.33,20.25,13.6,20.65,11.8525,14.22,3.46,2.5,5.03,4.31,2.7855,13.54,1.17
"1867","October","C16",NA,2,30.27,22.01125,14.72,7.23,20.9725,14.54125,22.16,11.8525,16.1825,4.61,2.86,5.03,4.41,2.7855,16.87,0.44
"1868","October","C17",NA,2,34.2,22.01125,16.963125,7.71,20.9725,14.54125,26.07,11.8525,16.1825,4.52,2.86,5.03,5.64,2.7855,18.63,1.2
"1869","October","C18",NA,2,28.64,22.01125,16.16,6.43,20.9725,14.54125,22.04,11.8525,14.59,5.15,2.86,5.03,4.67,2.7855,15.96,0.7
"1870","October","C19",NA,2,31.64,22.01125,16.963125,6.16,20.9725,14.54125,24.72,11.8525,16.1825,4.69,2.86,5.03,4.6,2.7855,17.54,0.71
"1871","October","C20",NA,2,30.18,22.01125,14.86,6.6,20.9725,14.54125,22.88,11.8525,16.1825,4.4,2.86,5.03,4.41,2.7855,16.7,1.09
"1872","October","C21",NA,2,26.74,22.01125,14.86,4.58,20.9725,14.54125,20.63,11.8525,14.7,4.1,2.86,5.03,4.48,2.7855,14.57,1.58
"1873","October","C22",NA,2,31.95,22.01125,16.963125,7.19,20.9725,14.54125,15.46,11.8525,16.1825,4.91,2.86,5.03,4.61,2.7855,17.6,1.17
"1874","October","C23",NA,2,31.57,22.01125,16.963125,7.94,20.9725,14.54125,22.44,11.8525,16.1825,5.17,2.86,5.03,5.54,2.7855,17.68,1.45
"1875","October","C24",NA,2,33.99,22.01125,16.963125,5.97,20.9725,14.54125,27.03,11.8525,16.1825,5.33,2.86,5.03,5.11,2.7855,18.89,1.03
"1876","October","C25",NA,2,30.59,22.01125,16.963125,7.34,20.9725,14.54125,22.61,11.8525,16.1825,4.71,2.86,5.03,5.06,2.7855,16.24,0.72
"1877","October","C26",NA,2,34.15,22.01125,16.963125,9.2,16.34,14.54125,25.666,11.8525,16.1825,4.95,2.86,5.03,4.92,2.7855,18.68,1.27
"1878","October","C27",NA,2,30.53,22.01125,15.81,5.55,20.9725,14.54125,21.62,11.8525,15.19,5.2,2.86,5.03,5.32,2.7855,16.54,0.77
"1879","October","C28",NA,2,30.82,22.01125,16.963125,6.7,20.9725,14.54125,22.05,11.8525,16.1825,4.94,2.86,5.03,5.2,2.7855,16.81,0.99
"1880","October","C29",NA,2,33.69,22.01125,16.963125,6.85,20.9725,14.54125,25.34,11.8525,16.1825,5.83,2.86,5.03,4.82,2.7855,18.24,0.84
"1881","October","C30","D",2,30.51,22.01125,16.84,6.83,20.9725,14.54125,24.31,11.8525,16.1825,4.9,2.86,5.03,4.94,2.7855,18.54,0.93
"1882","October","C31",NA,2,28.8,22.01125,16.73,6.05,20.9725,14.54125,20.65,11.8525,16.05,4.4,2.86,5.03,4.88,2.7855,15.63,1.02
"1883","October","C32",NA,2,31.54,22.01125,16.52,7.28,20.9725,14.54125,22.29,11.8525,15.8,4.92,2.86,5.03,4.8,2.7855,17.49,1.19
"1884","October","C33",NA,2,29.49,22.01125,15.75,8.11,20.9725,14.54125,21.71,11.8525,16.15,4.13,2.86,5.03,4.65,2.7855,16.36,0.83
"1885","October","C34",NA,2,30.7,22.01125,15.9,6.56,20.9725,14.54125,22.63,11.8525,16.1825,5.45,2.86,5.03,5.2,2.7855,16.87,0.83
"1886","October","C35",NA,2,29.13,22.01125,16.13,6.33,20.9725,14.54125,19.83,11.8525,15.51,4.58,2.86,5.03,4.55,2.7855,16.31,1.09
"1887","October","C36",NA,2,31.25,22.01125,16.963125,6.9,20.9725,14.54125,24.69,11.8525,16.1825,4.11,2.86,5.03,5.49,2.7855,17.58,0.71
"1888","October","C37",NA,2,30.34,22.01125,15.23,6.62,20.9725,14.54125,21.07,11.8525,15.82,4.99,2.86,5.03,4.97,2.7855,16.74,1.32
"1889","October","C38",NA,2,30.43,22.01125,16.47,5.94,20.9725,14.54125,23.51,11.8525,16.1825,4.46,2.86,5.03,5.59,2.7855,16.71,1.28
"1890","October","C39",NA,2,27.21,21.21,15.48,6.9,20.25,14.54125,19.2,11.8525,14.22,4.39,2.86,5.03,4.48,2.7855,14.09,1
"1891","October","C40",NA,2,29.8,22.01125,16.963125,7.3,20.9725,14.54125,23.22,11.8525,16.1825,5.1,2.86,5.01,3.26,2.78,16.33,1.08
"1892","October","C41",NA,2,29.08,22.01125,14.2,6.46,20.9725,14.54125,20.75,11.8525,16.1825,4.74,2.86,5.03,5,2.7855,16.31,1.07
"1893","October","C42","D",2,28.48,22.01125,14.99,6.23,20.9725,14.54125,21.01,11.8525,16.1825,4.97,2.86,5.03,5.12,2.7855,15.41,1.27
"1894","October","C43",NA,2,28.84,22.01125,14.78,6.73,20.9725,14.54125,21.52,11.8525,16.1825,3.55,2.86,4.77,4.29,2.7855,15.84,1.26
"1895","October","C44",NA,2,28.6,22.01125,16.963125,6.66,20.9725,14.54125,22.43,11.8525,16.1825,4.98,2.86,5.03,3.75,2.7855,15.51,1.12
"1896","October","C45",NA,2,31.52,22.01125,16.963125,5.85,20.9725,14.54125,23.9,11.8525,16.1825,4.85,2.86,5.03,4.92,2.7855,17.51,1.35
"1897","October","C46",NA,2,26.04,21.18,12.93,4.89,20.51,13.33,19.9,11.52,13.45,4.36,2.86,5.03,3.31,2.7855,14.24,1
"1898","October","C47",NA,2,27.97,22.01125,16.963125,6.2,20.9725,14.54125,20.43,11.8525,15.3,4.99,2.86,5.03,4.05,2.7855,14.68,0.87
"1899","October","C48",NA,2,25.58,19.55,13.78,6.11,19.35,13.57,18.66,11.8525,13.87,3.92,2.86,5,3.73,2.7855,13.87,1.23
"1900","October","C49",NA,2,28.73,22.01125,15.59,5.49,20.9725,14.54125,22.3,11.8525,15.8,4.52,2.86,5.03,4.02,2.7855,15.96,1.69
"1901","October","C50",NA,2,29.01,22.01125,15.83,6.52,20.9725,14.54125,22.49,11.8525,15.99,4.46,2.86,5.03,4.5,2.7855,16.04,0.98
"1902","October","C51",NA,2,27.86,21.92,14.12,5.95,20.9725,14.54125,20.59,11.62,14.94,4.43,2.86,5.03,4.25,2.7855,14.84,1.39
"1903","October","C52",NA,2,24.76,19.95,16.963125,6.66,19.64,11.48,18.84,11.8525,13.66,4.27,2.86,4.7,3.94,2.7855,13.74,1.15
"1904","October","C53",NA,2,26.49,22.01125,13.38,5.94,20.83,13,19.27,11.52,13.96,4.69,2.86,4.99,4.03,2.7855,14.63,1.19
"1905","October","C54","D",2,26.96,21.94,13.23,6.05,20.9725,14.54125,19.18,11.54,13.68,4.34,2.86,5.03,4.24,2.7855,14.52,0.96
"1906","October","C55",NA,2,27.43,22.01125,14.84,5.88,20.9725,14.54125,20.76,11.8525,15.6,4.17,2.86,5.03,4.33,2.7855,14.88,1.3
"1907","October","C56",NA,2,28.17,22.01125,15.3,5.63,20.9725,14.54125,20.56,11.8525,15.12,4.58,2.86,5.03,4.59,2.7855,15.74,0.76
"1908","October","C57",NA,2,30.95,22.01125,15.86,6.35,20.9725,14.54125,21.78,11.8525,16.1825,4.74,2.86,5.03,4.19,2.7855,16.58,1.17
"1909","October","C58",NA,2,28.53,21.76,15.77,5.15,20.9725,14.54125,19.02,11.8525,15.5,4.33,2.86,5.03,4.31,2.7855,15.51,0.86
"1910","October","D1",NA,3,29.2,22.01125,14.31,5.96,20.9725,14.54125,21.72,11.8525,16.1825,4.53,2.86,5.03,4.18,2.7855,16.41,1.06
"1911","October","D2",NA,3,31.77,22.01125,16.66,8.84,20.9725,14.54125,23.6,11.8525,16.1825,5.46,2.86,5.03,3.92,2.7855,17.74,1.25
"1912","October","D3",NA,3,31.06,22.01125,16.04,7.8,20.9725,14.54125,23.02,11.8525,16.1825,5.18,2.86,5.03,4.77,2.7855,17.76,1.29
"1913","October","D4",NA,3,27.68,22.01125,16.39,7.02,20.9725,14.54125,20.72,11.8525,16.1825,4.41,2.86,4.92,4.39,2.7855,14.08,1.19
"1914","October","D5",NA,3,30.29,22.01125,16.5,7.23,20.9725,14.54125,23.65,11.8525,16.1825,5.42,2.86,5.03,4.62,2.7855,16.2,1.03
"1915","October","D6",NA,3,36.59,22.01125,16.963125,6.97,20.9725,14.54125,24.74,11.8525,16.1825,4.09,2.86,5.03,5.95,2.7855,19.54,1.2
"1916","October","D7",NA,3,29.6,22.01125,15.91,6.04,20.9725,14.54125,21.54,11.8525,15.81,12.51,2.86,5.03,4.43,2.7855,16.24,1.5
"1917","October","E1",NA,4,29.35,22.01125,15.9,5.53,20.9725,14.54125,21.41,11.8525,16.1825,3.61,2.57,5.03,3.91,2.7855,16.31,0.89
"1918","October","E2",NA,4,28.64,22.01125,15.58,6.83,20.9725,14.54125,51.26,11.8525,16.1825,4.71,2.86,5.03,4.29,2.7855,15.54,0.63
"1919","October","E3",NA,4,26.37,21.87,13.27,4.11,20.88,14.54125,20.15,11.02,16.1825,3.54,2.86,5.03,3.74,2.58,14.3,0.84
"1920","October","E4",NA,4,29.01,22.01125,16.22,6.83,20.9725,14.54125,22.1,11.8525,16.1825,4.44,2.86,5.03,4.28,2.7855,16.04,0.73
"1921","October","E5",NA,4,32.2,22.01125,16.963125,6.67,20.9725,14.54125,23.66,11.8525,16.1825,5.18,2.86,5.03,4.78,2.7855,18.11,0.92
"1922","October","E6",NA,4,27.55,21.37,14.31,5.86,20.9725,14.54125,20.11,11.8525,16.1825,3.93,2.86,4.27,3.65,2.7855,14.51,0.66
"1923","October","E7",NA,4,26.64,21.26,15.27,5.17,19.84,14.54125,19.36,11.22,16.1825,3.75,2.86,5.03,4.69,2.7855,14.12,0.78
"1924","October","E8",NA,4,25.71,21.22,13.47,6.3,19.71,14.54125,19.29,11.19,16.1825,4.28,2.86,4.89,3.76,2.7855,13.54,0.63
"1925","October","E9",NA,4,31.96,22.01125,16.963125,8.01,20.9725,14.54125,23.62,11.8525,16.1825,4.77,2.86,5.03,4.67,2.7855,17.94,1.08
"1926","October","E10",NA,4,34.14,22.01125,16.963125,6.79,20.9725,14.54125,25.09,11.8525,16.1825,5.02,2.86,5.03,4.32,2.7855,18.55,1.14
"1927","October","E11",NA,4,36.15,22.01125,16.963125,8.34,20.9725,14.54125,27.17,11.8525,16.1825,5.1,2.86,5.03,6.95,2.7855,19.57,1.09
"1928","October","E12",NA,4,28.76,22.01125,16.15,5.11,20.9725,14.54125,22.42,11.8525,16.1825,4.5,2.86,4.56,4.07,2.7855,15.41,1.12
"1929","October","E13",NA,4,33.56,22.01125,16.963125,7.75,20.9725,14.54125,25.12,11.8525,16.1825,4.92,2.86,5.03,5.34,2.7855,18.63,1.22
"1930","October","E14","D",4,29.31,22.01125,15.99,5.22,20.9725,14.54125,21.53,11.8525,16.1825,4.59,2.63,5.03,4.29,2.7855,16.24,1.59
"1931","October","E15",NA,4,30.76,22.01125,14.77,6.38,20.9725,14.54125,22.4,11.8525,16.1825,5.48,2.86,5.03,5.03,2.7855,16.58,1.5
"1932","October","E16",NA,4,29.84,22.01125,15.29,6.46,20.9725,14.54125,21.51,11.8525,16.1825,4,2.86,5.03,4.35,2.7855,16.15,1.13
"1933","October","E17",NA,4,29.87,22.01125,15.74,7.27,20.9725,14.54125,21.86,11.8525,16.1825,4.21,2.86,5.03,4.7,2.7855,16.25,1.31
"1934","October","E18",NA,4,32.02,22.01125,16.95,6.99,20.9725,14.54125,23.59,11.8525,16.1825,5.19,2.86,5.03,5.15,2.7855,18.57,1.67
"1935","October","E19",NA,4,27.41,22.01125,14.41,5.53,20.9725,14.54125,20.41,11.8525,16.1825,4.85,2.86,5.03,4.52,2.7855,14.43,1.81
"1936","October","E20",NA,4,32.23,22.01125,15.86,6.37,20.9725,14.54125,23.85,11.8525,16.1825,5.05,2.86,5.03,5.04,2.7855,18.59,1.18
"1937","October","E21",NA,4,28.13,22.01125,14.96,5.29,20.96,14.54125,19.69,11.43,16.1825,5.08,2.86,5.03,4.34,2.7855,15.66,1.14
"1938","October","E22",NA,4,31.19,22.01125,16.32,7.18,20.9725,14.54125,23.3,11.8525,16.1825,5.91,2.86,5.03,4.53,2.7855,17.55,1.26
"1939","October","E23",NA,4,27.98,22.01125,15.87,5.88,20.9725,14.54125,21.18,11.8525,16.1825,3.76,2.79,5.03,4.79,2.7855,14.87,0.87
"1940","October","E24",NA,4,28.92,22.01125,16.12,5.73,20.9725,14.54125,20.95,11.8525,16.1825,4.55,2.86,5.03,4.07,2.7855,15.98,1.27
"1941","October","E25",NA,4,26.45,21.65,14.09,5.53,19.63,14.54125,19.18,11.8525,16.1825,3.26,2.31,4.69,3.46,2.7855,14.42,1.83
"1942","October","E26",NA,4,24.66,20.81,12.35,4.83,18.87,14.21,11.35,11.8525,4.26,2.72,2.86,3.33,3.21,1.95,13.54,0.68
"1943","October","E27",NA,4,30.87,22.01125,15.97,7.78,20.9725,14.54125,22.67,11.8525,16.1825,4.33,2.86,5.03,4.42,2.7855,16.83,1.3
"1944","October","E28",NA,4,28.93,22.01125,14.02,7.04,20.9725,14.54125,21.95,11.8525,16.1825,4.63,2.86,4.8,3.58,2.7855,15.9,0.51
"1945","October","E29",NA,4,26.86,21.48,13.39,6.17,20.32,14.54125,20.51,11.8525,16.1825,4.49,2.86,4.95,3.94,2.7855,14.84,1.28
"1946","October","G1",NA,5,35.36,22.01125,16.963125,7.76,20.9725,14.54125,26.15,11.8525,16.1825,6.18,2.86,5.03,5.11,2.7855,19.52,1.94
"1947","October","G2",NA,5,33.81,22.01125,16.963125,6.05,20.9725,14.54125,24.14,11.8525,16.1825,5.94,2.86,5.03,5.56,2.7855,18.41,0.93
"1948","October","G3",NA,5,30.1,22.01125,16.51,5.87,20.9725,14.54125,22.11,11.8525,16.1825,3.78,2.33,5.03,4.45,2.7855,16.87,1.38
"1949","October","G4",NA,5,30.96,22.01125,5.39,7.41,20.9725,14.54125,22.67,11.8525,16.1825,4.29,2.62,5.03,4.4,2.7855,16.96,1.14
"1950","October","G5",NA,5,30.54,22.01125,15.86,6.72,20.9725,14.54125,22.72,11.8525,16.1825,5.16,2.72,5.03,5.25,2.75,16.57,0.85
"1951","October","G6",NA,5,28.52,22.01125,14.08,7.26,20.9725,14.54125,21.16,11.8525,16.1825,3.77,2.86,5.03,4.46,2.52,15.41,1.2
"1952","October","G7",NA,5,28.17,22.01125,16.24,6.52,20.9725,14.54125,20.39,11.8525,16.1825,3.83,2.5,5.03,4.44,2.67,15.35,0.84
"1953","October","G8",NA,5,27.95,22.01125,15.15,5.43,20.9725,14.54125,21.34,11.8525,16.1825,4.11,2.86,4.95,4.27,2.7855,14.95,0.78
"1954","October","G9",NA,5,29.41,22.01125,15.72,6.37,20.9725,14.54125,21.93,11.8525,16.1825,4.97,2.86,5.03,4.81,2.7855,16.12,1.65
"1955","October","G10",NA,5,32.01,22.01125,16.963125,7.6,20.9725,14.54125,24.3,11.8525,16.1825,5.25,2.86,5.03,5.35,2.63,18.05,1.33
"1956","October","G11",NA,5,27.25,22.01125,14.97,6.48,20.9725,14.54125,20.87,10.8,16.1825,4.2,2.86,5.03,4.66,2.7855,14.85,0.88
"1957","October","G12",NA,5,30.77,22.01125,16.57,8.42,20.9725,14.54125,23.23,11.8525,16.1825,5.1,2.86,3.15,5.06,2.7855,16.96,1.16
"1958","October","G13",NA,5,30.56,22.01125,16.15,5.6,20.9725,14.54125,22.17,11.8525,16.1825,4.56,2.86,4.92,4.56,2.7855,16.68,0.51
"1959","October","G14",NA,5,32.14,22.01125,16.73,7.55,20.9725,14.54125,23.99,11.8525,16.1825,5.93,2.86,5.03,4.66,2.7855,18.14,1.1
"1960","October","G15",NA,5,26.84,21.83,12.64,6.35,20.9725,14.54125,20.22,11.19,16.1825,4.34,2.73,5.03,3.83,2.42,14.83,0.67
"1961","October","G16",NA,5,27.39,21.42,14.35,6.35,20.92,14.54125,20.34,11.85,16.1825,4.16,2.79,4.52,3.82,2.7855,14.96,0.53
"1962","October","G17",NA,5,27.58,22.01125,14.19,6.62,20.89,14.54125,20.9,11.44,16.1825,4.38,2.83,5.03,3.97,2.6,14.95,0.8
"1963","October","G18",NA,5,31.29,22.01125,14.58,5.96,20.9725,14.54125,23.01,11.8525,16.1825,4.68,2.86,5.03,5.33,2.7855,17.24,1.36
"1964","October","G19",NA,5,31,22.01125,16.83,5.94,20.9725,14.54125,24.09,11.8525,16.1825,4.7,2.76,5.03,4.23,2.76,17.02,1.2
"1965","October","G20",NA,5,30.45,22.01125,16.963125,6.31,20.9725,14.54125,22.14,11.8525,16.1825,5.6,2.86,5.03,5.17,2.7855,16.4,0.76
"1966","October","G21",NA,5,24.9,20.06,13.13,4.99,19.02,14.54125,18.37,11.39,15.72,3.5,1.95,4.42,3.69,1.42,13.14,1.21
"1967","October","G22",NA,5,35.18,22.01125,16.963125,8.95,20.9725,14.54125,26.79,11.8525,16.1825,4.26,2.86,5.03,4.9,2.7855,19.12,0.97
"1968","October","G23",NA,5,30.57,22.01125,16.24,7.09,20.9725,14.54125,23.35,11.8525,16.1825,5.14,2.86,5.03,4.27,2.7855,16.54,1.35
"1969","October","G24",NA,5,28.32,22.01125,14.46,6.43,20.9725,14.54125,21.42,11.8525,16.1825,4.94,2.86,5.03,4.8,2.7855,15.33,0.79
"1970","October","G25",NA,5,30.08,22.01125,15.94,6.77,20.9725,14.54125,23.25,11.8525,16.1825,4.02,2.63,5.03,4.26,2.74,16.13,0.96
"1971","October","G26",NA,5,28.24,22.01125,14.35,5.15,20.9725,14.54125,20.93,11.8525,16.1825,4.56,2.86,4.62,5.24,2.7855,15.51,0.58
"1972","October","G27",NA,5,32.29,22.01125,15.77,7.44,20.9725,14.54125,24.44,11.8525,16.1825,5.24,2.86,5.03,4.41,2.7855,18.54,0.85
"1973","October","G28",NA,5,33.73,22.01125,16.963125,6.05,20.9725,14.54125,25.51,11.8525,16.1825,5.74,2.86,5.03,6.96,2.7855,18.96,1.01
"1974","October","G29",NA,5,26.55,21.61,13.79,5.09,19.91,14.54125,19.39,11.8525,16.1825,4.52,2.86,4.77,4.09,2.15,14.52,1.31
"1975","October","G30","D",5,29.46,22.01125,16.28,5.78,20.9725,14.54125,22.78,11.8525,16.1825,4.39,2.86,5.03,4.08,2.7855,16.14,1.18
"1976","October","G31",NA,5,29.41,22.01125,15.06,5.82,20.9725,14.54125,21.07,11.2,16.1825,4.3,2.72,5.03,3.96,2.7855,16.16,0.75
"1977","October","G32",NA,5,28.1,22.01125,14.13,5.61,20.9725,14.54125,21.49,11.8525,16.1825,5.04,2.66,4.66,3.63,2.56,15.25,1.54
"1978","October","G33",NA,5,29.11,22.01125,15.76,6.01,20.9725,14.54125,21.88,11.8525,16.1825,4.43,2.86,5.03,4.15,2.7,16.74,1.25
"1979","October","G34",NA,5,34.31,22.01125,16.963125,7.37,20.9725,14.54125,26.12,11.8525,16.1825,5.44,2.86,5.03,4.92,2.7855,18.65,0.97
"1980","October","G35",NA,5,30.93,22.01125,16.91,7.71,20.9725,14.54125,24.76,11.8525,16.1825,5.09,2.76,5.03,4.89,2.7855,16.45,1.2
"1981","October","G36",NA,5,31.28,22.01125,16.13,5.62,20.9725,14.54125,23.11,11.8525,16.1825,4.27,2.86,5.03,5.22,2.7855,17.26,1.04
"1982","October","G37",NA,5,35.64,22.01125,16.963125,8.82,20.9725,14.54125,26.63,11.8525,16.1825,5.6,2.86,5.03,5.89,2.7855,19.36,1.5
"1983","October","G38",NA,5,28.37,22.01125,14.44,6.67,20.9725,14.54125,21.34,11.8525,16.1825,4.77,2.86,5.02,3.8,2.7855,15.26,1.76
"1984","October","G39",NA,5,28.26,22.01125,14.77,6.12,20.9725,14.54125,21.96,11.8525,16.1825,4.03,2.86,5.03,4.5,2.7855,15.23,1.24
"1985","October","G40",NA,5,28.49,22.01125,14.22,6.79,20.9725,14.54125,21.85,11.8525,16.1825,4.28,2.58,5.03,4.43,2.7855,15.41,1.08
"1986","October","G41",NA,5,31.53,22.01125,16.24,5.89,20.9725,14.54125,24.49,11.8525,16.1825,4.67,2.41,5.03,4.89,2.7855,17.63,1.23
"1987","October","G42",NA,5,28.12,21.77,14.77,5.67,20.9725,14.54125,21.09,11.8,16.1825,4.9,2.86,5.03,3.81,2.75,15.68,1.58
"1988","October","G43",NA,5,28.6,22.01125,15.84,7.23,20.9725,14.54125,21.51,11.8525,16.1825,4.32,2.86,5.03,5.31,2.7855,15.61,1.5
"1989","October","J1",NA,6,30.66,22.01125,15.8,6.47,20.9725,14.54125,22.38,11.8525,16.1825,5.06,2.86,5.03,6.46,2.7855,16.05,1.78
"1990","October","J2",NA,6,33.81,22.01125,16.69,6.88,20.9725,14.54125,24.21,11.8525,16.1825,4.65,2.86,5.03,4.6,2.64,18.25,1.7
"1991","October","J3",NA,6,32.48,22.01125,16.963125,6.3,20.9725,14.54125,24.16,11.8525,16.1825,5.12,2.86,5.03,4.69,2.7855,18.21,1.27
"1992","October","J4","D",6,29.95,22.01125,15.69,6.03,20.9725,14.54125,21.61,11.8525,16.1825,4.58,2.63,4.93,4.5,2.7855,16.27,1.19
"1993","October","J5",NA,6,29.21,22.01125,13.97,6.3,20.9725,14.54125,22.22,11.8525,16.1825,4.55,2.86,5.03,4.65,2.7855,16.29,1.35
"1994","October","J6",NA,6,31.66,22.01125,16.32,5.6,20.9725,14.54125,22.31,11.8525,16.1825,5.67,2.86,5.03,5.8,2.7855,17.85,1.17
"1995","October","J7",NA,6,28.38,22.01125,14.91,6.6,20.87,14.54125,19.36,11.8525,16.1825,4.71,2.86,5.03,3.42,2.71,15.21,1.36
"1996","October","J8",NA,6,30.77,22.01125,15.72,6.13,20.9725,14.54125,22.68,11.8525,16.1825,4.65,2.75,5.03,4.81,2.7855,16.4,1.34
"1997","October","J9",NA,6,31.04,22.01125,16.31,5.93,20.9725,14.54125,23.32,11.8525,16.1825,5.18,2.86,5.03,5.46,2.7855,17.01,1.55
"1998","October","K1",NA,7,26.88,22.01125,14.19,5.67,20.39,14.54125,20.25,11.8525,16.1825,4.87,2.86,5.03,4.01,2.7855,14.85,1.05
"1999","October","K2",NA,7,31.27,22.01125,16.38,6.69,20.9725,14.54125,24.12,11.8525,16.1825,4.03,2.86,5.03,4.62,2.7855,17.26,1.89
"2000","October","K3",NA,7,28.06,22.01125,16.33,6.12,20.73,14.54125,20.64,11.8525,16.1825,4.14,2.86,5.03,4.07,2.68,15.36,1.07
"2001","November","A1",NA,1,26.52,22.01125,14.11,5.27,19.97,14.14,18.29,10.51,13.54,3.62,2.62,5.03,3.81,2.7855,14.5,0.99
"2002","November","A2",NA,1,31.18,22.01125,16.963125,6.65,20.9725,14.54125,22.92,11.8525,16.1825,3.96,2.86,4.83,4.38,2.7855,17.2,1.05
"2003","November","A3",NA,1,25.54,20.69,14.85,5.84,19.41,14.54125,18.36,10.6,12.84,3.07,2.51,4.13,3.44,2.7855,13.54,0.68
"2004","November","A4",NA,1,26.34,20.89,14.73,5.37,20.9725,14.35,18.8,9.62,14.39,3.1,2.63,4.17,3.82,2.7855,14.58,0.83
"2005","November","A5",NA,1,32.17,22.01125,15.86,7.32,20.9725,14.54125,24.83,11.8525,16.1825,4.05,2.86,3.63,4.78,2.7855,18.36,1.2
"2006","November","A6",NA,1,33.19,22.01125,15.68,6.96,20.9725,14.54125,23.75,11.8525,16.1825,4.55,2.86,4.91,3.94,2.7855,18.56,1.29
"2007","November","A7","D",1,27.99,22.01125,16.61,5.51,20.93,14.54125,19.39,11.8525,15.75,4.01,2.59,5.03,3.33,2.7855,14.59,1.05
"2008","November","A8",NA,1,29.59,22.01125,15.24,5.54,20.9725,14.54125,22.34,11.32,15.47,4.53,2.77,5.03,4.52,2.7855,16.36,0.69
"2009","November","A9",NA,1,26.4,21.8,14.78,5.4,20.77,14.3,19.48,11.8525,15.09,4.18,2.86,3.94,3.39,2.7855,14.85,0.64
"2010","November","A10",NA,1,27.97,21.72,14.74,5.48,20.9725,14.16,20.44,11.8525,16.16,4.05,2.86,5,3.61,2.7855,14.86,0.69
"2011","November","A11",NA,1,29.09,22.01125,16.48,5.8,20.9725,13.44,21.23,11.8525,16.1825,3.91,2.58,5.03,3.95,2.7855,16.68,0.87
"2012","November","A12","D",1,26.19,20.81,13.1,5.59,20.8,13.37,18.41,10.7,13.18,4.25,2.86,4.07,3.32,2.7855,14.63,0.43
"2013","November","A13",NA,1,28.73,22.01125,15.69,5.74,20.9725,13.66,22.06,11.61,16.1825,3.83,2.86,5.03,4.54,2.7855,15.89,0.97
"2014","November","A14",NA,1,26.49,21.34,13.79,5.54,20.83,14.44,18.76,11.8525,15.02,4.19,2.86,5.03,3.61,2.7,14.42,0.85
"2015","November","A15",NA,1,27.29,20.77,12.73,4.27,20.9725,14.5,20.5,11.8525,16.1825,2.92,2.11,3.81,2.65,2.11,14.96,0.55
"2016","November","A16",NA,1,29.82,22.01125,15.35,5.62,20.9725,14.54125,22.27,11.8525,16.1825,4.4,2.86,5.03,4.61,2.72,16.35,1.2
"2017","November","A17",NA,1,29.08,22.01125,15.92,7.71,20.9725,14.54125,23.39,11.8525,16.1825,4.11,2.6,4.77,3.34,2.7855,16.33,0.98
"2018","November","A18",NA,1,29.1,22.01125,14.37,5.6,20.9725,14.54125,21.31,11.65,16.1825,3.6,2.48,5.03,4.45,2.7855,16.15,1.5
"2019","November","A19",NA,1,28.32,22.01125,15.11,6.96,20.9725,14.54125,20.99,11.8525,16.1825,3.72,2.4,5.03,4.19,2.7855,15.63,1.1
"2020","November","A20",NA,1,29.72,22.01125,14.79,6.22,20.9725,14.54125,21.79,11.8525,16.1825,4.3,2.85,4.57,4.28,2.7855,16.58,1.05
"2021","November","A21",NA,1,28.05,22.01125,15.18,7.11,20.9725,14.54125,21.31,11.8525,16.1825,2.72,2.86,5.03,3.96,2.7855,15.02,1.2
"2022","November","A22",NA,1,31.46,22.01125,16.6,7.39,20.9725,14.54125,23.46,11.8525,16.1825,4.84,2.86,5.03,3.83,2.7855,17.44,1.35
"2023","November","A23",NA,1,28.55,22.01125,15.31,7.19,20.9725,14.54125,20.69,11.8525,16.1825,3.72,2.86,5.03,4.31,2.7855,15.96,1.23
"2024","November","A24",NA,1,28.49,22.01125,14.73,4.95,20.9725,14.54125,19.75,11.82,16.1825,4.74,2.86,4.9,4.35,2.7855,15.85,1.02
"2025","November","A25",NA,1,31.42,22.01125,16.95,6.38,20.9725,14.54125,24.38,11.8525,16.1825,4.33,2.86,5.03,4.11,2.7855,14.96,1.55
"2026","November","A26",NA,1,29.77,22.01125,14.86,6.98,20.9725,14.54125,23.2,11.8525,16.1825,3.31,2.86,5.03,4.57,2.77,16.54,1.68
"2027","November","A27","D",1,28.42,22.01125,14,5.06,20.9725,12.35,20.65,11.8525,16.1825,3.68,2.84,4.9,4.14,2.7855,15.41,0.76
"2028","November","A28",NA,1,29.72,22.01125,16.88,6.28,20.9725,14.54125,22.29,11.8525,16.1825,5.59,2.86,5.03,4.11,2.7855,16.21,1.89
"2029","November","A29",NA,1,28.85,22.01125,15.29,6.22,20.9725,14.54125,22.85,11.8525,16.1825,3.88,2.45,5.03,4.35,2.7855,15.63,1.45
"2030","November","A30",NA,1,30.2,22.01125,16.963125,6.42,20.9725,14.54125,22.08,10.88,16.1825,3.94,2.82,5.03,4.63,2.7855,16.05,1.33
"2031","November","A31",NA,1,29.98,22.01125,16.2,7.08,20.9725,14.54125,23.19,11.8525,16.1825,4.59,2.86,5.03,4.38,2.7855,16.03,1.08
